1.974240000000000000e+05,1.691032999999999902e+03,6.232335000000000491e+02,4.051580999999999904e+02,7.599000000000000199e-01,5.013661999999999921e+02,9.896000000000000352e-01,1.994900000000000000e+05,7.661000000000000032e-01,1.538200000000000012e+00,8.676000000000000378e-01,8.044999999999999929e-01,3.200000000000000153e-03,2.099999999999999870e-03,6.471999999999999975e-01,9.955000000000000515e-01,1.163645000000000067e+02,1.147442999999999955e+02,9.582210000000000605e+01,3.109090000000000131e+01,2.985369999999999990e+01,2.590919999999999845e+01,-6.565999999999999615e-01,-4.045000000000000262e-01,-2.285999999999999976e-01,2.541599999999999859e+00,2.294200000000000017e+00,2.525799999999999823e+00,-2.779040768000000000e+10,-2.683509555200000000e+10,-1.813806284800000000e+10,5.818330000000000268e+01,5.737460000000000093e+01,4.791199999999999903e+01,1.000000000000000000e+00
3.753100000000000000e+05,2.402405999999999949e+03,8.021452000000000453e+02,6.045172000000000025e+02,6.572999999999999954e-01,6.912739000000000260e+02,9.686000000000000165e-01,3.874720000000000000e+05,7.207000000000000073e-01,1.326899999999999968e+00,8.172000000000000375e-01,8.618000000000000105e-01,2.099999999999999870e-03,1.600000000000000077e-03,7.427000000000000268e-01,9.855000000000000426e-01,1.404071000000000140e+02,1.286869000000000085e+02,1.202406000000000006e+02,3.210669999999999646e+01,3.066550000000000153e+01,2.749660000000000082e+01,-5.943000000000000504e-01,-4.146000000000000241e-01,-3.764000000000000123e-01,2.962299999999999933e+00,2.609100000000000197e+00,3.081300000000000150e+00,-7.810730393600000000e+10,-6.483397836800000000e+10,-5.552107110400000000e+10,7.020210000000000150e+01,6.434260000000000446e+01,6.011880000000000024e+01,4.000000000000000000e+00
3.468120000000000000e+05,2.241527099999999791e+03,8.227707000000000335e+02,5.410914999999999964e+02,7.532999999999999696e-01,6.645108999999999924e+02,9.836000000000000298e-01,3.526090000000000000e+05,7.826999999999999513e-01,1.520599999999999952e+00,8.673999999999999488e-01,8.076999999999999735e-01,2.399999999999999790e-03,1.600000000000000077e-03,6.522999999999999909e-01,9.919000000000000039e-01,4.594489999999999696e+01,5.324199999999999733e+01,5.951330000000000098e+01,1.876150000000000162e+01,1.887809999999999988e+01,1.613279999999999959e+01,2.165099999999999802e+00,2.409600000000000186e+00,6.788999999999999480e-01,1.166690000000000005e+01,1.179710000000000036e+01,4.674800000000000288e+00,-6.952758272000000000e+09,-9.219633152000000000e+09,-1.105397760000000000e+10,2.297180000000000177e+01,2.662229999999999919e+01,2.975710000000000122e+01,5.000000000000000000e+00
3.905240000000000000e+05,2.520322000000000116e+03,8.800991000000000213e+02,5.703490000000000464e+02,7.616000000000000547e-01,7.051458000000000084e+02,9.660999999999999588e-01,4.042280000000000000e+05,7.113000000000000433e-01,1.543099999999999916e+00,7.725999999999999535e-01,8.012000000000000233e-01,2.299999999999999961e-03,1.500000000000000031e-03,6.419000000000000261e-01,9.906000000000000361e-01,4.494789999999999708e+01,5.491100000000000136e+01,6.458580000000000609e+01,2.000270000000000081e+01,2.079840000000000089e+01,1.974070000000000036e+01,1.162700000000000067e+00,1.904900000000000038e+00,5.472000000000000197e-01,6.769000000000000128e+00,1.024810000000000088e+01,4.732499999999999929e+00,-7.694805504000000000e+09,-1.134940569600000000e+10,-1.531265433600000000e+10,2.247230000000000061e+01,2.745649999999999835e+01,3.229310000000000258e+01,5.000000000000000000e+00
2.940010000000000000e+05,2.074262000000000171e+03,7.325557999999999765e+02,5.261930999999999585e+02,6.956999999999999851e-01,6.118282000000000380e+02,9.767000000000000126e-01,3.010070000000000000e+05,7.036000000000000032e-01,1.392200000000000104e+00,8.587000000000000188e-01,8.352000000000000535e-01,2.500000000000000052e-03,1.799999999999999951e-03,6.975999999999999979e-01,9.710999999999999632e-01,1.409250000000000114e+02,1.349584000000000117e+02,1.234920999999999935e+02,2.750710000000000122e+01,2.161820000000000164e+01,2.101180000000000092e+01,-7.465000000000000524e-01,-3.643000000000000127e-01,-4.097000000000000086e-01,3.680800000000000072e+00,3.180099999999999927e+00,3.158300000000000107e+00,-6.062462156800000000e+10,-5.428391116800000000e+10,-4.481887027200000000e+10,7.046339999999999293e+01,6.748059999999999548e+01,6.174799999999999756e+01,4.000000000000000000e+00
3.515800000000000000e+05,2.424633100000000013e+03,9.145833999999999833e+02,4.942882000000000176e+02,8.414000000000000368e-01,6.690632000000000517e+02,9.740999999999999659e-01,3.609460000000000000e+05,7.510000000000000009e-01,1.850300000000000056e+00,7.514999999999999458e-01,7.315000000000000391e-01,2.599999999999999881e-03,1.399999999999999986e-03,5.352000000000000091e-01,9.901999999999999691e-01,9.178140000000000498e+01,8.404160000000000252e+01,8.524269999999999925e+01,2.915569999999999951e+01,2.351450000000000173e+01,2.529070000000000107e+01,-5.990000000000000185e-02,1.176399999999999890e+00,3.413999999999999813e-01,3.571400000000000130e+00,6.099499999999999922e+00,3.074300000000000033e+00,-3.034544742400000000e+10,-2.434543411200000000e+10,-2.539333427200000000e+10,4.589119999999999777e+01,4.202159999999999940e+01,4.262230000000000274e+01,5.000000000000000000e+00
4.477290000000000000e+05,2.454485099999999875e+03,8.255548000000000002e+02,6.953278999999999996e+02,5.391000000000000236e-01,7.550272999999999683e+02,9.909999999999999920e-01,4.518080000000000000e+05,7.268000000000000016e-01,1.187300000000000022e+00,9.338999999999999524e-01,9.145999999999999686e-01,1.799999999999999951e-03,1.600000000000000077e-03,8.364000000000000323e-01,9.930999999999999828e-01,9.303180000000000405e+01,8.907940000000000680e+01,7.692329999999999757e+01,2.416009999999999991e+01,2.286749999999999972e+01,2.838759999999999906e+01,2.850000000000000103e-02,7.719000000000000306e-01,7.485000000000000542e-01,2.873400000000000176e+00,4.706699999999999662e+00,3.893899999999999917e+00,-3.827806617600000000e+10,-3.472663347200000000e+10,-2.726829260800000000e+10,4.651800000000000068e+01,4.454189999999999827e+01,3.846340000000000003e+01,3.000000000000000000e+00
2.855910000000000000e+05,2.033105000000000018e+03,7.695073999999999614e+02,4.759642000000000053e+02,7.858000000000000540e-01,6.030139000000000351e+02,9.892999999999999572e-01,2.886790000000000000e+05,6.437000000000000499e-01,1.616700000000000026e+00,8.681999999999999718e-01,7.835999999999999632e-01,2.700000000000000143e-03,1.699999999999999905e-03,6.140999999999999792e-01,9.928000000000000158e-01,3.892499999999999716e+01,4.681139999999999901e+01,5.318809999999999860e+01,1.397349999999999959e+01,1.723489999999999966e+01,1.649050000000000082e+01,2.597999999999999754e-01,2.976399999999999935e+00,7.104000000000000314e-01,3.297499999999999876e+00,1.680120000000000147e+01,5.065400000000000347e+00,-3.744430848000000000e+09,-5.763748864000000000e+09,-7.277686784000000000e+09,1.946330000000000027e+01,2.340810000000000102e+01,2.659509999999999863e+01,5.000000000000000000e+00
3.311150000000000000e+05,2.316818099999999959e+03,8.449013999999999669e+02,5.035339999999999918e+02,8.030000000000000471e-01,6.492985999999999649e+02,9.495000000000000107e-01,3.487280000000000000e+05,6.909999999999999476e-01,1.677899999999999947e+00,7.752000000000000002e-01,7.684999999999999609e-01,2.599999999999999881e-03,1.500000000000000031e-03,5.906000000000000139e-01,9.909999999999999920e-01,5.090189999999999770e+01,5.679149999999999920e+01,6.967040000000000077e+01,2.463299999999999912e+01,2.399080000000000013e+01,2.438599999999999923e+01,1.731999999999999984e+00,1.494199999999999973e+00,2.439000000000000057e-01,8.685000000000000497e+00,7.245000000000000107e+00,2.835199999999999942e+00,-8.995615744000000000e+09,-1.079179468800000000e+10,-1.590402048000000000e+10,2.544960000000000022e+01,2.839399999999999835e+01,3.483440000000000225e+01,5.000000000000000000e+00
1.433910000000000000e+05,1.416605999999999995e+03,5.444252999999999929e+02,3.359413999999999874e+02,7.869000000000000439e-01,4.272833999999999719e+02,9.942999999999999616e-01,1.442110000000000000e+05,7.795999999999999597e-01,1.620600000000000041e+00,8.979000000000000314e-01,7.848000000000000531e-01,3.799999999999999992e-03,2.299999999999999961e-03,6.159999999999999920e-01,9.981999999999999762e-01,1.155527000000000015e+02,1.133418999999999954e+02,1.049526999999999930e+02,2.924289999999999878e+01,2.457779999999999987e+01,2.850049999999999883e+01,-8.438999999999999835e-01,-4.278000000000000136e-01,-3.397000000000000020e-01,3.125399999999999956e+00,2.532399999999999984e+00,2.291599999999999859e+00,-1.969771929600000000e+10,-1.849943040000000000e+10,-1.612265267200000000e+10,5.777640000000000242e+01,5.667229999999999990e+01,5.247800000000000153e+01,2.000000000000000000e+00
