1.756800000000000000e+05,1.575721999999999980e+03,5.956694999999999709e+02,3.763405000000000200e+02,7.751000000000000112e-01,4.729510999999999967e+02,1.770170000000000000e+05,7.940000000000000391e-01,2.099999999999999870e-03,6.303999999999999604e-01,1.415457000000000107e+02,1.390851000000000113e+02,1.208597000000000037e+02,3.302250000000000085e+01,-7.772000000000000020e-01,-2.389000000000000012e-01,-3.459999999999999881e-02,3.106899999999999995e+00,2.244600000000000151e+00,-3.730648678400000000e+10,-3.517940940800000000e+10,-2.569180569600000000e+10,7.077639999999999532e+01,6.954550000000000409e+01,6.043410000000000082e+01,2.000000000000000000e+00
4.198050000000000000e+05,2.507565900000000056e+03,8.623845000000000027e+02,6.232335000000000491e+02,6.912000000000000366e-01,7.311035000000000537e+02,4.297130000000000000e+05,8.477999999999999980e-01,1.500000000000000031e-03,7.187000000000000055e-01,1.082352999999999952e+02,1.021628000000000043e+02,1.047091000000000065e+02,2.749170000000000158e+01,-5.391000000000000236e-01,-9.410000000000000309e-02,-4.490000000000000241e-02,2.845899999999999874e+00,2.951499999999999790e+00,-4.995845734400000000e+10,-4.392588492800000000e+10,-4.661075968000000000e+10,5.412349999999999994e+01,5.108720000000000283e+01,5.236010000000000275e+01,4.000000000000000000e+00
3.485000000000000000e+05,2.259116899999999987e+03,7.593677999999999884e+02,5.872372000000000298e+02,6.340000000000000080e-01,6.661260999999999513e+02,3.555920000000000000e+05,8.771999999999999797e-01,1.699999999999999905e-03,7.694999999999999618e-01,7.324729999999999563e+01,7.801909999999999457e+01,7.707200000000000273e+01,1.963560000000000016e+01,9.265999999999999792e-01,2.093799999999999883e+00,1.352700000000000014e+00,7.545200000000000351e+00,1.154729999999999990e+01,-1.762743091200000000e+10,-2.028708864000000000e+10,-2.068899840000000000e+10,3.662120000000000175e+01,3.900970000000000226e+01,3.853459999999999752e+01,3.000000000000000000e+00
1.431680000000000000e+05,1.438640000000000100e+03,5.222192000000000007e+02,3.509827999999999975e+02,7.405000000000000471e-01,4.269510000000000218e+02,1.452620000000000000e+05,8.175999999999999934e-01,2.500000000000000052e-03,6.683999999999999941e-01,1.523454999999999870e+02,1.500144999999999982e+02,1.253329999999999984e+02,3.403000000000000114e+01,-1.266899999999999915e+00,-9.576999999999999957e-01,-3.982999999999999874e-01,4.083400000000000141e+00,3.577100000000000168e+00,-3.552687718400000000e+10,-3.382733209600000000e+10,-2.342340403200000000e+10,7.616930000000000689e+01,7.500570000000000448e+01,6.266530000000000200e+01,2.000000000000000000e+00
3.409700000000000000e+05,2.301739000000000033e+03,9.028799999999999955e+02,4.839293000000000120e+02,8.441999999999999504e-01,6.588903000000000247e+02,3.445740000000000000e+05,7.298000000000000043e-01,1.399999999999999986e-03,5.325999999999999623e-01,6.081389999999999674e+01,6.150860000000000127e+01,7.201109999999999900e+01,3.112610000000000099e+01,1.875099999999999989e+00,1.832899999999999974e+00,5.568999999999999506e-01,7.703500000000000014e+00,7.301499999999999879e+00,-1.420551782400000000e+10,-1.360215449600000000e+10,-1.708727500800000000e+10,3.040259999999999962e+01,3.075270000000000081e+01,3.600189999999999912e+01,5.000000000000000000e+00
4.665160000000000000e+05,2.517989000000000033e+03,8.593655999999999722e+02,6.959106000000000449e+02,5.866999999999999993e-01,7.707052999999999656e+02,4.704140000000000000e+05,8.968000000000000416e-01,1.500000000000000031e-03,8.043000000000000149e-01,1.397635999999999967e+02,1.300591000000000008e+02,1.254937999999999931e+02,2.864290000000000092e+01,-4.739999999999999769e-01,-1.140000000000000041e-01,-1.318999999999999895e-01,3.311500000000000110e+00,2.860599999999999810e+00,-9.492852736000000000e+10,-7.987332710400000000e+10,-7.467877990400000000e+10,6.988110000000000355e+01,6.502920000000000300e+01,6.274750000000000227e+01,4.000000000000000000e+00
1.528610000000000000e+05,1.474134999999999991e+03,5.484719999999999800e+02,3.566191000000000031e+02,7.598000000000000309e-01,4.411673999999999864e+02,1.554670000000000000e+05,8.044000000000000039e-01,2.299999999999999961e-03,6.470000000000000195e-01,1.400859000000000094e+02,1.413671999999999969e+02,1.124489999999999981e+02,3.385889999999999844e+01,-1.107599999999999918e+00,-8.176999999999999824e-01,-2.642999999999999794e-01,3.469300000000000050e+00,2.998299999999999965e+00,-3.186972876800000000e+10,-3.169693081600000000e+10,-1.997159833600000000e+10,7.004340000000000543e+01,7.068630000000000280e+01,5.623080000000000211e+01,2.000000000000000000e+00
1.319940000000000000e+05,1.386019999999999982e+03,5.256892000000000280e+02,3.206077000000000226e+02,7.924999999999999822e-01,4.099511999999999716e+02,1.335070000000000000e+05,7.798000000000000487e-01,2.399999999999999790e-03,6.080999999999999739e-01,1.372201000000000022e+02,1.228357000000000028e+02,1.168633999999999986e+02,2.996529999999999916e+01,-9.543000000000000371e-01,-4.568999999999999728e-01,-2.823999999999999844e-01,3.424799999999999844e+00,2.528599999999999959e+00,-2.596536524800000000e+10,-2.026572800000000000e+10,-1.814335283200000000e+10,6.861239999999999384e+01,6.142090000000000316e+01,5.843460000000000321e+01,2.000000000000000000e+00
1.511730000000000000e+05,1.433180100000000039e+03,4.931908000000000243e+02,3.908281000000000063e+02,6.098999999999999977e-01,4.387248000000000161e+02,1.529210000000000000e+05,8.895999999999999464e-01,2.599999999999999881e-03,7.913000000000000034e-01,1.029133999999999958e+02,9.990120000000000289e+01,1.077733999999999952e+02,3.466799999999999926e+01,-2.769999999999999893e-02,2.366999999999999937e-01,1.608999999999999875e-01,2.151699999999999946e+00,2.459400000000000031e+00,-1.705848320000000000e+10,-1.554970316800000000e+10,-1.815536435200000000e+10,5.145839999999999748e+01,4.995689999999999742e+01,5.389309999999999690e+01,2.000000000000000000e+00
1.323840000000000000e+05,1.351892900000000054e+03,4.804080000000000155e+02,3.523761000000000081e+02,6.796999999999999709e-01,4.105563999999999965e+02,1.335930000000000000e+05,8.546000000000000263e-01,2.700000000000000143e-03,7.302999999999999492e-01,1.273763000000000005e+02,1.240964000000000027e+02,1.130031000000000034e+02,3.464670000000000272e+01,-9.739999999999999769e-01,-4.173999999999999932e-01,-2.715000000000000191e-01,3.389699999999999935e+00,2.542100000000000026e+00,-2.280246272000000000e+10,-2.083099648000000000e+10,-1.737091891200000000e+10,6.368719999999999715e+01,6.205219999999999914e+01,5.650560000000000116e+01,2.000000000000000000e+00
