1.876670000000000000e+05,1.650647899999999936e+03,6.120896000000000186e+02,3.935074000000000183e+02,4.888201000000000249e+02,1.903420000000000000e+05,2.099999999999999870e-03,1.308045999999999935e+02,-4.499999999999999660e-03,6.540449999999999875e+01,2.000000000000000000e+00
3.738340000000000000e+05,2.328501999999999953e+03,8.572695999999999685e+02,5.569949000000000296e+02,6.899131999999999607e+02,3.794870000000000000e+05,1.500000000000000031e-03,3.059959999999999880e+01,2.262500000000000178e+00,1.530059999999999931e+01,5.000000000000000000e+00
4.102450000000000000e+05,2.504620100000000093e+03,8.941769000000000460e+02,5.966317999999999984e+02,7.227309999999999945e+02,4.175770000000000000e+05,1.500000000000000031e-03,1.327884999999999991e+02,-2.544000000000000150e-01,6.639199999999999591e+01,4.000000000000000000e+00
2.803200000000000000e+05,2.029683999999999969e+03,7.515424000000000433e+02,4.767821999999999889e+02,5.974231999999999516e+02,2.850020000000000000e+05,1.699999999999999905e-03,1.023456000000000046e+02,2.084999999999999909e-01,5.117419999999999902e+01,1.000000000000000000e+00
3.909610000000000000e+05,2.480533899999999903e+03,9.916502000000000407e+02,5.050957000000000221e+02,7.055402000000000271e+02,3.970370000000000000e+05,1.299999999999999940e-03,5.709100000000000108e+01,2.017300000000000093e+00,2.854339999999999833e+01,5.000000000000000000e+00
1.743880000000000000e+05,1.591973999999999933e+03,6.031064999999999827e+02,3.709329999999999927e+02,4.712087999999999965e+02,1.763840000000000000e+05,2.099999999999999870e-03,1.333565999999999860e+02,-1.042000000000000010e-01,6.667529999999999291e+01,2.000000000000000000e+00
2.802040000000000000e+05,2.147403099999999995e+03,7.825892999999999802e+02,4.619426000000000272e+02,5.972996000000000549e+02,2.887310000000000000e+05,1.600000000000000077e-03,1.094210000000000065e+02,1.460000000000000013e-02,5.471119999999999806e+01,4.000000000000000000e+00
3.540600000000000000e+05,2.492134000000000015e+03,8.716770000000000209e+02,5.251666000000000167e+02,6.714188000000000329e+02,3.702700000000000000e+05,1.500000000000000031e-03,5.989860000000000184e+01,1.786499999999999977e+00,2.995220000000000127e+01,5.000000000000000000e+00
3.240720000000000000e+05,2.286123000000000047e+03,9.104579999999999700e+02,4.584028999999999883e+02,6.423559999999999945e+02,3.349880000000000000e+05,1.399999999999999986e-03,4.627009999999999934e+01,2.245200000000000085e+00,2.313530000000000086e+01,5.000000000000000000e+00
4.089530000000000000e+05,2.326693099999999959e+03,8.401820999999999913e+02,6.220076000000000249e+02,7.215920999999999594e+02,4.100360000000000000e+05,1.500000000000000031e-03,9.939799999999999613e+01,9.399999999999999467e-01,4.970009999999999906e+01,0.000000000000000000e+00
3.210370000000000000e+05,2.208862099999999828e+03,8.869791999999999916e+02,4.632160000000000082e+02,6.393410999999999831e+02,3.243480000000000000e+05,1.399999999999999986e-03,7.545709999999999695e+01,1.519800000000000040e+00,3.772740000000000293e+01,5.000000000000000000e+00
4.221630000000000000e+05,2.378907999999999902e+03,8.378483999999999696e+02,6.456693000000000211e+02,7.331539000000000215e+02,4.244280000000000000e+05,1.500000000000000031e-03,1.174466000000000037e+02,-1.140000000000000041e-02,5.872549999999999670e+01,0.000000000000000000e+00
3.618670000000000000e+05,2.681007099999999809e+03,9.092696999999999434e+02,5.102585000000000264e+02,6.787807999999999993e+02,3.771900000000000000e+05,1.399999999999999986e-03,4.697950000000000159e+01,2.767700000000000049e+00,2.349220000000000041e+01,5.000000000000000000e+00
2.726350000000000000e+05,2.195285899999999856e+03,7.760173999999999523e+02,4.505912999999999897e+02,5.891770999999999958e+02,2.788950000000000000e+05,1.699999999999999905e-03,4.302270000000000039e+01,1.931599999999999984e+00,2.150910000000000011e+01,5.000000000000000000e+00
2.656880000000000000e+05,2.372804000000000087e+03,8.882209000000000287e+02,3.873163000000000125e+02,5.816222999999999956e+02,2.766610000000000000e+05,1.500000000000000031e-03,5.075330000000000297e+01,1.939100000000000046e+00,2.538309999999999889e+01,5.000000000000000000e+00
1.486790000000000000e+05,1.477366899999999987e+03,5.650262000000000171e+02,3.375208000000000084e+02,4.350908000000000015e+02,1.506700000000000000e+05,2.299999999999999961e-03,1.267721999999999980e+02,-5.379000000000000448e-01,6.339220000000000255e+01,2.000000000000000000e+00
3.736270000000000000e+05,2.634643999999999778e+03,8.608875000000000455e+02,5.556307000000000471e+02,6.897222000000000435e+02,3.845880000000000000e+05,1.500000000000000031e-03,7.639459999999999695e+01,1.222900000000000098e+00,3.819749999999999801e+01,6.000000000000000000e+00
4.623470000000000000e+05,2.516867900000000191e+03,8.455637000000000398e+02,6.979985000000000355e+02,7.672537999999999556e+02,4.708820000000000000e+05,1.500000000000000031e-03,8.482450000000000045e+01,6.882000000000000339e-01,4.241120000000000090e+01,3.000000000000000000e+00
2.470360000000000000e+05,1.961301999999999907e+03,6.940135000000000218e+02,5.244564000000000306e+02,5.608351000000000113e+02,2.796280000000000000e+05,2.099999999999999870e-03,1.318418000000000063e+02,-3.116999999999999771e-01,6.592579999999999529e+01,6.000000000000000000e+00
1.381670000000000000e+05,1.370208000000000084e+03,4.987524999999999977e+02,3.539257999999999811e+02,4.194277999999999906e+02,1.392080000000000000e+05,2.599999999999999881e-03,8.613039999999999452e+01,9.258999999999999453e-01,4.307079999999999842e+01,2.000000000000000000e+00
4.147120000000000000e+05,2.341458000000000084e+03,8.080315000000000509e+02,6.549729999999999563e+02,7.266552000000000362e+02,4.165920000000000000e+05,1.600000000000000077e-03,8.072150000000000603e+01,9.284999999999999920e-01,4.036379999999999768e+01,3.000000000000000000e+00
2.532760000000000000e+05,1.961039999999999964e+03,7.402676999999999907e+02,4.373487000000000080e+02,5.678740999999999985e+02,2.578640000000000000e+05,1.699999999999999905e-03,1.289011000000000138e+02,-1.524000000000000077e-01,6.444540000000000646e+01,1.000000000000000000e+00
4.236240000000000000e+05,2.498939899999999852e+03,8.765175000000000409e+02,6.277152999999999565e+02,7.344213999999999487e+02,4.326550000000000000e+05,1.500000000000000031e-03,1.298163999999999874e+02,-8.820000000000000062e-02,6.490640000000000498e+01,4.000000000000000000e+00
4.477290000000000000e+05,2.454485099999999875e+03,8.255548000000000002e+02,6.953278999999999996e+02,7.550272999999999683e+02,4.518080000000000000e+05,1.600000000000000077e-03,9.303180000000000405e+01,7.719000000000000306e-01,4.651800000000000068e+01,3.000000000000000000e+00
1.515960000000000000e+05,1.499804000000000087e+03,5.765701000000000249e+02,3.359818000000000211e+02,4.393381999999999721e+02,1.532880000000000000e+05,2.200000000000000133e-03,9.218049999999999500e+01,1.408900000000000041e+00,4.608820000000000050e+01,2.000000000000000000e+00
3.585450000000000000e+05,2.199508100000000013e+03,7.757432000000000016e+02,5.937309999999999945e+02,6.756580000000000155e+02,3.617760000000000000e+05,1.699999999999999905e-03,1.005985000000000014e+02,8.913999999999999702e-01,5.029899999999999949e+01,0.000000000000000000e+00
4.811970000000000000e+05,2.549072999999999865e+03,8.785005999999999631e+02,6.997644000000000233e+02,7.827382000000000062e+02,4.830570000000000000e+05,1.500000000000000031e-03,1.096136999999999944e+02,1.373000000000000054e-01,5.480810000000000315e+01,3.000000000000000000e+00
3.940090000000000000e+05,2.279758100000000013e+03,7.708477000000000317e+02,6.540493999999999915e+02,7.082852000000000317e+02,3.961900000000000000e+05,1.699999999999999905e-03,6.903679999999999950e+01,1.938700000000000090e+00,3.451769999999999783e+01,3.000000000000000000e+00
1.630930000000000000e+05,1.531929000000000087e+03,5.812218000000000302e+02,3.581297999999999888e+02,4.556933999999999969e+02,1.646820000000000000e+05,2.200000000000000133e-03,9.876749999999999829e+01,1.910000000000000031e-01,4.937939999999999685e+01,2.000000000000000000e+00
3.822430000000000000e+05,2.515008100000000013e+03,9.831814000000000533e+02,4.983077000000000112e+02,6.976295000000000073e+02,3.916490000000000000e+05,1.299999999999999940e-03,4.646130000000000138e+01,2.267999999999999794e+00,2.323379999999999868e+01,5.000000000000000000e+00
1.645670000000000000e+05,1.487099999999999909e+03,5.345701999999999998e+02,3.938197999999999865e+02,4.577479999999999905e+02,1.658510000000000000e+05,2.399999999999999790e-03,9.138630000000000564e+01,2.652999999999999803e-01,4.569570000000000221e+01,2.000000000000000000e+00
3.332280000000000000e+05,2.300666999999999916e+03,8.565320000000000391e+02,5.006766999999999825e+02,6.513671000000000504e+02,3.395970000000000000e+05,1.500000000000000031e-03,4.052190000000000225e+01,2.478400000000000158e+00,2.026190000000000069e+01,5.000000000000000000e+00
2.872910000000000000e+05,2.121585900000000038e+03,8.367213000000000420e+02,4.400022999999999911e+02,6.048060000000000400e+02,2.932230000000000000e+05,1.500000000000000031e-03,5.370060000000000144e+01,2.344500000000000028e+00,2.685060000000000002e+01,5.000000000000000000e+00
3.268260000000000000e+05,2.215414099999999962e+03,8.039761999999999489e+02,5.260377999999999474e+02,6.450797000000000025e+02,3.356370000000000000e+05,1.600000000000000077e-03,1.091640000000000015e+02,4.153000000000000025e-01,5.458809999999999718e+01,6.000000000000000000e+00
3.808740000000000000e+05,2.389123999999999796e+03,8.541577999999999520e+02,5.707399000000000342e+02,6.963790999999999940e+02,3.859950000000000000e+05,1.500000000000000031e-03,1.197532000000000068e+02,-1.607000000000000095e-01,5.987360000000000326e+01,4.000000000000000000e+00
1.472040000000000000e+05,1.447646999999999935e+03,5.460122999999999820e+02,3.439354999999999905e+02,4.329272000000000276e+02,1.482490000000000000e+05,2.299999999999999961e-03,1.451639999999999873e+02,-1.351599999999999913e+00,7.258069999999999311e+01,2.000000000000000000e+00
3.450620000000000000e+05,2.668887900000000172e+03,9.449452999999999747e+02,4.683525000000000205e+02,6.628321999999999434e+02,3.559670000000000000e+05,1.399999999999999986e-03,7.270640000000000214e+01,5.788999999999999702e-01,3.635360000000000014e+01,5.000000000000000000e+00
3.506070000000000000e+05,2.425658899999999903e+03,9.162907999999999902e+02,4.947873000000000161e+02,6.681367000000000189e+02,3.647640000000000000e+05,1.399999999999999986e-03,5.378999999999999915e+01,2.068099999999999827e+00,2.689410000000000167e+01,5.000000000000000000e+00
3.389140000000000000e+05,2.247154100000000199e+03,8.686652000000000271e+02,4.987620999999999754e+02,6.569008000000000038e+02,3.431240000000000000e+05,1.500000000000000031e-03,5.722780000000000200e+01,1.660099999999999909e+00,2.861619999999999919e+01,5.000000000000000000e+00
3.240440000000000000e+05,2.162422099999999773e+03,8.184113999999999578e+02,5.086660999999999717e+02,6.423283000000000129e+02,3.272800000000000000e+05,1.600000000000000077e-03,1.077549999999999955e+02,6.210999999999999854e-01,5.387639999999999674e+01,6.000000000000000000e+00
1.373470000000000000e+05,1.413415999999999940e+03,5.384779999999999518e+02,3.287764000000000237e+02,4.181813000000000216e+02,1.385630000000000000e+05,2.399999999999999790e-03,1.415467999999999904e+02,-5.836999999999999966e-01,7.076839999999999975e+01,2.000000000000000000e+00
3.982020000000000000e+05,2.425731000000000222e+03,8.722453000000000429e+02,5.973273000000000366e+02,7.120439000000000078e+02,4.090880000000000000e+05,1.500000000000000031e-03,1.026821000000000055e+02,1.403999999999999970e-01,5.134320000000000306e+01,4.000000000000000000e+00
4.306050000000000000e+05,2.414257099999999809e+03,8.207172000000000480e+02,6.764396000000000413e+02,7.404480999999999540e+02,4.349540000000000000e+05,1.600000000000000077e-03,8.350900000000000034e+01,9.916000000000000369e-01,4.175540000000000163e+01,3.000000000000000000e+00
3.194860000000000000e+05,2.155208999999999833e+03,8.118256999999999834e+02,5.038587999999999738e+02,6.377948000000000093e+02,3.236090000000000000e+05,1.600000000000000077e-03,6.362290000000000134e+01,1.542499999999999982e+00,3.180969999999999942e+01,5.000000000000000000e+00
4.055360000000000000e+05,2.434855000000000018e+03,8.834255000000000564e+02,5.939301000000000386e+02,7.185711000000000013e+02,4.144640000000000000e+05,1.500000000000000031e-03,1.115550999999999959e+02,1.005000000000000060e-01,5.577879999999999683e+01,4.000000000000000000e+00
4.090260000000000000e+05,2.374256100000000060e+03,8.419844000000000506e+02,6.274827000000000226e+02,7.216565000000000509e+02,4.139140000000000000e+05,1.500000000000000031e-03,9.744329999999999359e+01,4.809999999999999692e-02,4.871809999999999974e+01,4.000000000000000000e+00
3.155240000000000000e+05,2.139259000000000015e+03,7.778325999999999567e+02,5.199552999999999656e+02,6.338278000000000247e+02,3.207020000000000000e+05,1.600000000000000077e-03,1.023191000000000059e+02,3.669999999999999929e-01,5.115939999999999799e+01,6.000000000000000000e+00
1.674970000000000000e+05,1.580825000000000045e+03,6.062756000000000540e+02,3.530794999999999959e+02,4.618048999999999751e+02,1.704430000000000000e+05,2.099999999999999870e-03,1.302023000000000081e+02,-1.184999999999999942e-01,6.510330000000000439e+01,2.000000000000000000e+00
1.361380000000000000e+05,1.404201000000000022e+03,5.309112000000000080e+02,3.292051000000000158e+02,4.163367000000000075e+02,1.377960000000000000e+05,2.399999999999999790e-03,1.264218999999999937e+02,-3.889000000000000234e-01,6.322630000000000194e+01,2.000000000000000000e+00
3.853290000000000000e+05,2.262315900000000056e+03,7.825710000000000264e+02,6.327899999999999636e+02,7.004398999999999660e+02,3.878720000000000000e+05,1.600000000000000077e-03,9.181380000000000052e+01,7.723999999999999755e-01,4.590599999999999881e+01,3.000000000000000000e+00
2.625860000000000000e+05,1.982463999999999942e+03,6.781151999999999589e+02,5.199161000000000286e+02,5.782169999999999845e+02,2.878740000000000000e+05,2.000000000000000042e-03,1.133122999999999934e+02,3.038000000000000145e-01,5.665090000000000003e+01,6.000000000000000000e+00
3.433790000000000000e+05,2.360467000000000098e+03,9.191130000000000564e+02,4.792314000000000078e+02,6.612137999999999920e+02,3.555910000000000000e+05,1.399999999999999986e-03,4.107430000000000092e+01,2.429800000000000182e+00,2.053539999999999921e+01,5.000000000000000000e+00
4.514140000000000000e+05,2.457208000000000084e+03,8.893252999999999702e+02,6.524316000000000031e+02,7.581281000000000176e+02,4.527550000000000000e+05,1.399999999999999986e-03,1.156213000000000051e+02,4.530000000000000138e-01,5.780599999999999739e+01,0.000000000000000000e+00
4.784130000000000000e+05,2.551094999999999800e+03,9.535176000000000158e+02,6.408134999999999764e+02,7.804705999999999904e+02,4.807500000000000000e+05,1.299999999999999940e-03,9.134590000000000032e+01,-9.520000000000000684e-02,4.567240000000000322e+01,3.000000000000000000e+00
4.431330000000000000e+05,2.517076900000000023e+03,8.745991000000000213e+02,6.533885000000000218e+02,7.511421000000000276e+02,4.521390000000000000e+05,1.500000000000000031e-03,1.059750999999999976e+02,3.932999999999999829e-01,5.298740000000000094e+01,4.000000000000000000e+00
1.508910000000000000e+05,1.453595900000000029e+03,5.320153999999999996e+02,3.636030000000000086e+02,4.383154000000000110e+02,1.526060000000000000e+05,2.399999999999999790e-03,9.245810000000000173e+01,8.471999999999999531e-01,4.622390000000000043e+01,2.000000000000000000e+00
3.573590000000000000e+05,2.419912100000000009e+03,9.133723999999999705e+02,5.011157999999999788e+02,6.745395999999999503e+02,3.661030000000000000e+05,1.399999999999999986e-03,5.141329999999999956e+01,2.115699999999999914e+00,2.570550000000000068e+01,5.000000000000000000e+00
1.964140000000000000e+05,1.653057000000000016e+03,6.056223999999999705e+02,4.140720000000000027e+02,5.000821000000000254e+02,1.987090000000000000e+05,2.099999999999999870e-03,9.615170000000000528e+01,1.839999999999999969e-01,4.807119999999999749e+01,1.000000000000000000e+00
2.025460000000000000e+05,1.698972999999999956e+03,6.053612000000000535e+02,4.281990000000000123e+02,5.078283000000000129e+02,2.050070000000000000e+05,2.099999999999999870e-03,1.126353000000000009e+02,3.841999999999999860e-01,5.631700000000000017e+01,1.000000000000000000e+00
3.693820000000000000e+05,2.397441899999999805e+03,8.199176999999999680e+02,5.837722999999999729e+02,6.857928000000000566e+02,3.777950000000000000e+05,1.600000000000000077e-03,1.207056000000000040e+02,-3.376000000000000112e-01,6.035229999999999961e+01,4.000000000000000000e+00
3.894310000000000000e+05,2.594972900000000209e+03,9.361577999999999520e+02,5.380766999999999598e+02,7.041583000000000538e+02,4.062350000000000000e+05,1.399999999999999986e-03,6.327100000000000080e+01,1.355799999999999894e+00,3.163240000000000052e+01,5.000000000000000000e+00
3.154270000000000000e+05,2.116438000000000102e+03,7.563035999999999603e+02,5.438585000000000491e+02,6.337303000000000566e+02,3.194950000000000000e+05,1.699999999999999905e-03,1.458299000000000092e+02,-3.948999999999999733e-01,7.291169999999999618e+01,4.000000000000000000e+00
1.756800000000000000e+05,1.575721999999999980e+03,5.956694999999999709e+02,3.763405000000000200e+02,4.729510999999999967e+02,1.770170000000000000e+05,2.099999999999999870e-03,1.415457000000000107e+02,-2.389000000000000012e-01,7.077639999999999532e+01,2.000000000000000000e+00
3.161840000000000000e+05,2.170970899999999801e+03,7.708668999999999869e+02,5.460904000000000451e+02,6.344903000000000475e+02,3.287920000000000000e+05,1.699999999999999905e-03,1.274630999999999972e+02,-1.912999999999999978e-01,6.372820000000000107e+01,4.000000000000000000e+00
2.200620000000000000e+05,1.879041999999999916e+03,6.803405999999999949e+02,4.657903000000000020e+02,5.293313000000000557e+02,2.488050000000000000e+05,2.099999999999999870e-03,1.158804999999999978e+02,1.484999999999999931e-01,5.794149999999999778e+01,6.000000000000000000e+00
3.889510000000000000e+05,2.422043900000000122e+03,7.810227999999999611e+02,6.403862000000000307e+02,7.037241999999999962e+02,3.976260000000000000e+05,1.600000000000000077e-03,1.203169999999999931e+02,-2.823999999999999844e-01,6.015639999999999787e+01,4.000000000000000000e+00
2.538750000000000000e+05,1.997355000000000018e+03,7.471663999999999533e+02,5.026084999999999923e+02,5.685452000000000226e+02,2.784380000000000000e+05,2.000000000000000042e-03,1.339351000000000056e+02,-2.031999999999999917e-01,6.696710000000000207e+01,6.000000000000000000e+00
1.379320000000000000e+05,1.404546000000000049e+03,5.246571999999999889e+02,3.357946999999999775e+02,4.190710000000000264e+02,1.397530000000000000e+05,2.399999999999999790e-03,1.083867000000000047e+02,-2.863999999999999879e-01,5.419200000000000017e+01,2.000000000000000000e+00
2.720290000000000000e+05,1.927442000000000007e+03,7.002119999999999891e+02,4.972475000000000023e+02,5.885220000000000482e+02,2.745420000000000000e+05,1.799999999999999951e-03,1.144693999999999932e+02,4.006000000000000116e-01,5.723440000000000083e+01,6.000000000000000000e+00
3.298440000000000000e+05,2.263135999999999967e+03,8.303763000000000147e+02,5.115652000000000044e+02,6.480512999999999693e+02,3.384100000000000000e+05,1.600000000000000077e-03,6.301830000000000354e+01,1.610500000000000043e+00,3.150989999999999824e+01,5.000000000000000000e+00
3.438450000000000000e+05,2.197675000000000182e+03,7.748040999999999485e+02,5.698188999999999851e+02,6.616624000000000478e+02,3.486130000000000000e+05,1.699999999999999905e-03,1.271054000000000030e+02,-4.168999999999999928e-01,6.355610000000000070e+01,4.000000000000000000e+00
2.942730000000000000e+05,2.004960000000000036e+03,7.352714999999999463e+02,5.109961999999999875e+02,6.121110999999999649e+02,2.965790000000000000e+05,1.699999999999999905e-03,8.894740000000000180e+01,5.926000000000000156e-01,4.447579999999999956e+01,0.000000000000000000e+00
